verdict,עובדות המקרה,טיעוני הצדדים,דיון והכרעה,סך_חטיבות
SH-23-01-62242-941,1,1,1,3
SH-23-01-62333-537,1,1,1,3
SH-23-01-66114-252,0,0,1,1
SH-23-01-69561-801,1,1,1,3
SH-23-01-70576-293,1,1,1,3
SH-23-01-72603-582,1,1,1,3
SH-23-01-73261-513,1,1,1,3
SH-23-01-76171-779,0,1,1,2
SH-23-01-76841-249,0,1,1,2
SH-23-02-11489-432,1,1,1,3
SH-23-02-1232-411,1,1,1,3
SH-23-02-14963-111,1,1,1,3
SH-23-02-21629-964,1,1,1,3
SH-23-02-28157-115,1,1,1,3
SH-23-02-32302-570,1,1,1,3
SH-23-02-41988-839,1,1,1,3
SH-23-02-4621-383,1,1,1,3
SH-23-02-4719-938,1,0,1,2
SH-23-02-56394-918,1,1,1,3
SH-23-02-56726-188,1,0,1,2
SH-23-02-57341-34,1,1,1,3
SH-23-02-67009-724,1,1,1,3
SH-23-02-8681-39,1,1,1,3
SH-23-03-12451-585,1,1,1,3
SH-23-03-1491-44,1,1,1,3
SH-23-03-20257-157,0,1,1,2
SH-23-03-24959-748,1,1,1,3
SH-23-03-3618-990,1,1,1,3
SH-23-03-37696-692,1,1,1,3
SH-23-03-57657-646,1,0,1,2
SH-23-03-65214,1,1,1,3
SH-23-03-66547-203,1,1,1,3
SH-23-03-9222-223,1,1,1,3
SH-23-04-15707-653,1,1,1,3
SH-23-04-1783-519,1,0,1,2
SH-23-04-6793-466,1,1,1,3
SH-23-04-7086-117,1,1,1,3
SH-23-04-9373-378,1,1,1,3
SH-23-04-9457-915,1,1,1,3
SH-23-05-16052-218,1,0,1,2
SH-23-05-33240-748,1,1,1,3
SH-23-05-39391-516,1,1,1,3
SH-23-05-45794-824,1,1,1,3
SH-23-05-4878-433,0,1,1,2
SH-23-05-50864-730,1,1,1,3
SH-23-05-57614-551,1,0,1,2
SH-23-06-12194-645,1,1,1,3
SH-23-06-15315-764,1,1,1,3
SH-23-06-27512-175,1,1,1,3
SH-23-06-50631-555,1,1,1,3
SH-23-07-14215-669,1,1,1,3
SH-23-07-15927-412,1,0,1,2
SH-23-07-17998-776,1,1,1,3
SH-23-07-21503-109,1,1,1,3
SH-23-07-26298-184,1,1,1,3
SH-23-07-27417-780,1,1,1,3
SH-23-07-51488-873,1,0,1,2
SH-23-08-1582-176,0,1,1,2
SH-23-08-21800-364,1,1,1,3
SH-23-08-25150-127,1,1,1,3
SH-23-08-28473-12,1,1,1,3
SH-23-08-30009-79,1,1,1,3
SH-23-08-31579-769,0,1,1,2
SH-23-08-41876-528,1,1,1,3
SH-23-08-51140-369,1,1,1,3
SH-23-09-35342-698,1,1,1,3
SH-23-09-49410-744,0,1,1,2
SH-23-09-50203-698,1,0,1,2
SH-23-09-59699-613,1,1,1,3
SH-23-09-60028-117,1,1,1,3
SH-23-10-55287-342,1,1,1,3
SH-23-10-6766-420,1,0,0,1
SH-23-10-9407-674,1,1,1,3
SH-23-11-13519-916,1,0,1,2
SH-23-11-20330-814,1,0,1,2
SH-23-11-3376-725,1,0,1,2
SH-23-11-38735-178,1,1,1,3
SH-23-11-38910-853,1,0,1,2
SH-23-11-41597-978,1,0,1,2
SH-23-11-42118-974,1,1,1,3
SH-23-11-44070-46,1,1,1,3
SH-23-11-49510-943,1,1,1,3
SH-23-11-50777-782,1,1,1,3
SH-23-11-54272-448,1,1,1,3
SH-23-11-56648-44,1,0,1,2
SH-23-11-8306-514,1,1,1,3
SH-23-12-13704-479,1,0,1,2
SH-23-12-29373-267,1,1,1,3
SH-23-12-32586-685,1,1,1,3
SH-23-12-43174-939,1,1,1,3
SH-23-12-45593-287,1,1,1,3
SH-23-12-46315-764,1,1,1,3
SH-23-12-52876-698,1,1,1,3
SH-23-12-60450-777,1,1,1,3
SH-24-01-13781-11,1,1,1,3
SH-24-01-16800-726,1,1,1,3
SH-24-01-3818-394,1,1,1,3
SH-24-01-57185-579,1,1,1,3
SH-24-01-63953-558,1,1,1,3
SH-24-01-9804-702,1,1,1,3
SH-24-02-1506-334,1,1,1,3
SH-24-02-1562-477,1,0,1,2
SH-24-02-34196-253,1,1,1,3
SH-24-02-4712-931,1,1,1,3
SH-24-02-61248-510,1,1,1,3
SH-24-02-63404-990,1,1,1,3
SH-24-02-63738-250,1,0,1,2
SH-24-02-67359-702,1,1,1,3
SH-24-03-11191-772,1,1,1,3
SH-24-03-1404-178,1,1,1,3
SH-24-03-15972-588,1,1,1,3
SH-24-03-18327-547,1,1,1,3
SH-24-03-3024-674,0,1,1,2
SH-24-03-62278-994,1,1,1,3
SH-24-04-38700-693,1,0,1,2
SH-24-04-40886-70,0,1,1,2
SH-24-04-45160-357,1,0,1,2
SH-24-04-49387-732,1,1,1,3
SH-24-05-13935-914,1,1,1,3
SH-24-05-28565-553,0,1,1,2
SH-24-05-34232-590,1,1,1,3
SH-24-05-34581-16,0,1,1,2
SH-24-05-34888-511,1,0,1,2
SH-24-05-46424-585,0,1,1,2
SH-24-05-56285-214,1,1,1,3
SH-24-05-63652-414,1,1,1,3
SH-24-05-63737-572,1,1,1,3
SH-24-07-12012-66,1,0,1,2
SH-24-07-25053-322,1,1,1,3
SH-24-07-56936-103,1,1,1,3
SH-24-07-57250-104,1,1,1,3
SH-24-07-70717-76,1,1,1,3
SH-24-07-79589-753,1,1,1,3
SH-24-08-20652-649,1,1,1,3
SH-24-08-24953-808,1,1,1,3
SH-24-08-51017-535,1,0,1,2
SH-24-08-5714-767,1,1,1,3
SH-24-09-30131-712,1,1,1,3
SH-24-09-33040-239,1,1,1,3
ST-12-11-9037-234,0,1,1,2
ST-15-11-5568-103,0,0,1,1
ST-20-07-7172-552,0,1,1,2
ST-21-06-13776-471,1,1,1,3
ST-21-10-7576-519,1,1,1,3
ST-21-10-9416-670,1,1,1,3
ST-23-10-1463-229,1,1,1,3
